183651812939,2000.00,Valid,"15-Jan-2020 11:32 AM"
959592383320,2000.00,Valid,"15-Jan-2020 11:32 AM"
290881507244,2000.00,Valid,"15-Jan-2020 11:32 AM"
559800934884,2000.00,Valid,"15-Jan-2020 11:32 AM"
388031568876,2000.00,Valid,"15-Jan-2020 11:32 AM"
183240282929,2000.00,Valid,"15-Jan-2020 11:32 AM"
923844878261,2000.00,Valid,"15-Jan-2020 11:32 AM"
514188429495,2000.00,Valid,"15-Jan-2020 11:32 AM"
714144350702,2000.00,Valid,"15-Jan-2020 11:32 AM"
220206529643,2000.00,Valid,"15-Jan-2020 11:32 AM"
760899916770,2000.00,Valid,"15-Jan-2020 11:32 AM"
190945939426,2000.00,Valid,"15-Jan-2020 11:32 AM"
227575559189,2000.00,Valid,"15-Jan-2020 11:32 AM"
372997982173,2000.00,Valid,"15-Jan-2020 11:32 AM"
288972671859,2000.00,Valid,"15-Jan-2020 11:32 AM"
810989003684,2000.00,Valid,"15-Jan-2020 11:32 AM"
511647231094,2000.00,Valid,"15-Jan-2020 11:32 AM"
628495341368,2000.00,Valid,"15-Jan-2020 11:32 AM"
867174677793,2000.00,Valid,"15-Jan-2020 11:32 AM"
272696402345,2000.00,Valid,"15-Jan-2020 11:32 AM"
459326232479,2000.00,Valid,"15-Jan-2020 11:32 AM"
881100468888,2000.00,Valid,"15-Jan-2020 11:32 AM"
311437088920,2000.00,Valid,"15-Jan-2020 11:32 AM"
635219629361,2000.00,Valid,"15-Jan-2020 11:32 AM"
533220861371,2000.00,Valid,"15-Jan-2020 11:32 AM"
687850996578,2000.00,Valid,"15-Jan-2020 11:32 AM"
427089284957,2000.00,Valid,"15-Jan-2020 11:32 AM"
357692338432,2000.00,Valid,"15-Jan-2020 11:32 AM"
515688622382,2000.00,Valid,"15-Jan-2020 11:32 AM"
323742225898,2000.00,Valid,"15-Jan-2020 11:32 AM"
929417104684,2000.00,Valid,"15-Jan-2020 11:32 AM"
874734037846,2000.00,Valid,"15-Jan-2020 11:32 AM"
470216248451,2000.00,Valid,"15-Jan-2020 11:32 AM"
265044145640,2000.00,Valid,"15-Jan-2020 11:32 AM"
525753664575,2000.00,Valid,"15-Jan-2020 11:32 AM"
753347781149,2000.00,Valid,"15-Jan-2020 11:32 AM"
688895840195,2000.00,Valid,"15-Jan-2020 11:32 AM"
617015737761,2000.00,Valid,"15-Jan-2020 11:32 AM"
169585630665,2000.00,Valid,"15-Jan-2020 11:32 AM"
799541359029,2000.00,Valid,"15-Jan-2020 11:32 AM"
915923231126,2000.00,Valid,"15-Jan-2020 11:32 AM"
458362155013,2000.00,Valid,"15-Jan-2020 11:32 AM"
545490408667,2000.00,Valid,"15-Jan-2020 11:32 AM"
616754188788,2000.00,Valid,"15-Jan-2020 11:32 AM"
504634646165,2000.00,Valid,"15-Jan-2020 11:32 AM"
213139099355,2000.00,Valid,"15-Jan-2020 11:32 AM"
176164640888,2000.00,Valid,"15-Jan-2020 11:32 AM"
580674938711,2000.00,Valid,"15-Jan-2020 11:32 AM"
550055751806,2000.00,Valid,"15-Jan-2020 11:32 AM"
512232600917,2000.00,Valid,"15-Jan-2020 11:32 AM"
707890975850,2000.00,Valid,"15-Jan-2020 11:32 AM"
403765241409,2000.00,Valid,"15-Jan-2020 11:32 AM"
960326019600,2000.00,Valid,"15-Jan-2020 11:32 AM"
395171377634,2000.00,Valid,"15-Jan-2020 11:32 AM"
919568009790,2000.00,Valid,"15-Jan-2020 11:32 AM"
492889235543,2000.00,Valid,"15-Jan-2020 11:32 AM"
442340076907,2000.00,Valid,"15-Jan-2020 11:32 AM"
453650947490,2000.00,Valid,"15-Jan-2020 11:32 AM"
622294998672,2000.00,Valid,"15-Jan-2020 11:32 AM"
522051957468,2000.00,Valid,"15-Jan-2020 11:32 AM"
504405953219,2000.00,Valid,"15-Jan-2020 11:32 AM"
645406072760,2000.00,Valid,"15-Jan-2020 11:32 AM"
461445816341,2000.00,Valid,"15-Jan-2020 11:32 AM"
488125904444,2000.00,Valid,"15-Jan-2020 11:32 AM"
445028881326,2000.00,Valid,"15-Jan-2020 11:32 AM"
720887266495,2000.00,Valid,"15-Jan-2020 11:32 AM"
440394269957,2000.00,Valid,"15-Jan-2020 11:32 AM"
565081516723,2000.00,Valid,"15-Jan-2020 11:32 AM"
491615921902,2000.00,Valid,"15-Jan-2020 11:32 AM"
422229424276,2000.00,Valid,"15-Jan-2020 11:32 AM"
806427512953,2000.00,Valid,"15-Jan-2020 11:32 AM"
804323306675,2000.00,Valid,"15-Jan-2020 11:32 AM"
945613952593,2000.00,Valid,"15-Jan-2020 11:32 AM"
136783925948,2000.00,Valid,"15-Jan-2020 11:32 AM"
723626604207,2000.00,Valid,"15-Jan-2020 11:32 AM"
569951837102,2000.00,Valid,"15-Jan-2020 11:32 AM"
202187914455,2000.00,Valid,"15-Jan-2020 11:32 AM"
627273677737,2000.00,Valid,"15-Jan-2020 11:32 AM"
354086192405,2000.00,Valid,"15-Jan-2020 11:32 AM"
479528493856,2000.00,Valid,"15-Jan-2020 11:32 AM"
888541492114,2000.00,Valid,"15-Jan-2020 11:32 AM"
932193039675,2000.00,Valid,"15-Jan-2020 11:32 AM"
550705943964,2000.00,Valid,"15-Jan-2020 11:32 AM"
814472254514,2000.00,Valid,"15-Jan-2020 11:32 AM"
304076556030,2000.00,Valid,"15-Jan-2020 11:32 AM"
886892084166,2000.00,Valid,"15-Jan-2020 11:32 AM"
891751828589,2000.00,Valid,"15-Jan-2020 11:32 AM"
510785939654,2000.00,Valid,"15-Jan-2020 11:32 AM"
368284738916,2000.00,Valid,"15-Jan-2020 11:32 AM"
610540979309,2000.00,Valid,"15-Jan-2020 11:32 AM"
879080759801,2000.00,Valid,"15-Jan-2020 11:32 AM"
